0,1
0.00980392,0.999003
0.0196078,0.996856
0.0294118,0.995171
0.0392157,0.994489
0.0490196,0.993462
0.0588235,0.990036
0.0686275,0.98359
0.0784314,0.976007
0.0882353,0.970505
0.0980392,0.968998
0.107843,0.970273
0.117647,0.970764
0.127451,0.967301
0.137255,0.959494
0.147059,0.949877
0.156863,0.941811
0.166667,0.936842
0.176471,0.933731
0.186275,0.929825
0.196078,0.923342
0.205882,0.914534
0.215686,0.905022
0.22549,0.896171
0.235294,0.88805
0.245098,0.8798
0.254902,0.87081
0.264706,0.861415
0.27451,0.852448
0.284314,0.8442
0.294118,0.835929
0.303922,0.826464
0.313725,0.815368
0.323529,0.80351
0.333333,0.792488
0.343137,0.78332
0.352941,0.775553
0.362745,0.767566
0.372549,0.757804
0.382353,0.745856
0.392157,0.7326
0.401961,0.719393
0.411765,0.707059
0.421569,0.695446
0.431373,0.683806
0.441176,0.671509
0.45098,0.658478
0.460784,0.645091
0.470588,0.631794
0.480392,0.618818
0.490196,0.606171
0.5,0.593789
0.509804,0.581618
0.519608,0.569575
0.529412,0.557474
0.539216,0.545079
0.54902,0.53224
0.558824,0.519002
0.568627,0.505572
0.578431,0.49217
0.588235,0.478894
0.598039,0.465692
0.607843,0.452446
0.617647,0.439064
0.627451,0.425518
0.637255,0.411832
0.647059,0.398051
0.656863,0.384241
0.666667,0.370468
0.676471,0.356766
0.686275,0.343112
0.696078,0.329443
0.705882,0.31573
0.715686,0.302038
0.72549,0.288521
0.735294,0.27533
0.745098,0.262521
0.754902,0.250039
0.764706,0.237786
0.77451,0.225711
0.784314,0.21383
0.794118,0.202168
0.803922,0.190699
0.813725,0.179345
0.823529,0.168043
0.833333,0.156809
0.843137,0.145736
0.852941,0.134929
0.862745,0.124453
0.872549,0.11432
0.882353,0.104529
0.892157,0.095074
0.901961,0.085913
0.911765,0.0769265
0.921569,0.0679456
0.931373,0.0588503
0.941176,0.0496634
0.95098,0.0405536
0.960784,0.0317387
0.970588,0.0233839
0.980392,0.0156255
0.990196,0.00892901
1,0.00594071
