0,1
0.00840336,0.999064
0.0168067,0.996805
0.0252101,0.99443
0.0336134,0.992813
0.0420168,0.991725
0.0504202,0.989944
0.0588235,0.986187
0.0672269,0.980213
0.0756303,0.973275
0.0840336,0.967543
0.092437,0.964758
0.10084,0.965005
0.109244,0.966502
0.117647,0.966602
0.12605,0.963357
0.134454,0.956611
0.142857,0.948024
0.151261,0.940034
0.159664,0.934379
0.168067,0.931136
0.176471,0.928848
0.184874,0.925601
0.193277,0.920212
0.201681,0.912791
0.210084,0.904425
0.218487,0.896327
0.226891,0.889052
0.235294,0.882299
0.243697,0.875343
0.252101,0.867683
0.260504,0.859407
0.268908,0.851032
0.277311,0.843017
0.285714,0.835349
0.294118,0.827534
0.302521,0.818993
0.310924,0.809539
0.319328,0.799563
0.327731,0.789802
0.336134,0.780834
0.344538,0.772671
0.352941,0.764737
0.361345,0.75624
0.369748,0.746657
0.378151,0.736024
0.386555,0.724851
0.394958,0.713776
0.403361,0.703197
0.411765,0.693122
0.420168,0.683288
0.428571,0.673418
0.436975,0.663405
0.445378,0.653305
0.453782,0.643193
0.462185,0.63303
0.470588,0.622644
0.478992,0.611846
0.487395,0.600573
0.495798,0.588941
0.504202,0.577172
0.512605,0.565461
0.521008,0.553883
0.529412,0.542395
0.537815,0.530923
0.546218,0.519437
0.554622,0.507959
0.563025,0.496514
0.571429,0.485072
0.579832,0.47357
0.588235,0.461972
0.596639,0.450347
0.605042,0.438856
0.613445,0.427643
0.621849,0.416706
0.630252,0.405838
0.638655,0.394712
0.647059,0.383072
0.655462,0.370899
0.663866,0.358458
0.672269,0.34617
0.680672,0.334381
0.689076,0.323174
0.697479,0.312332
0.705882,0.301477
0.714286,0.290291
0.722689,0.278689
0.731092,0.266855
0.739496,0.255146
0.747899,0.243927
0.756303,0.233425
0.764706,0.22366
0.773109,0.214467
0.781513,0.205576
0.789916,0.196714
0.798319,0.187684
0.806723,0.178421
0.815126,0.169006
0.823529,0.159633
0.831933,0.15053
0.840336,0.141862
0.848739,0.133656
0.857143,0.125801
0.865546,0.118114
0.87395,0.110443
0.882353,0.10274
0.890756,0.0950794
0.89916,0.0876005
0.907563,0.0804313
0.915966,0.0736213
0.92437,0.0671238
0.932773,0.0608203
0.941176,0.0545626
0.94958,0.0482068
0.957983,0.0416419
0.966387,0.0348253
0.97479,0.0278281
0.983193,0.020871
0.991597,0.0143457
1,0.00891511
