0,1
0.00416667,0.999763
0.00833333,0.999093
0.0125,0.998107
0.0166667,0.996973
0.0208333,0.995873
0.025,0.994966
0.0291667,0.994349
0.0333333,0.994035
0.0375,0.993945
0.0416667,0.993916
0.0458333,0.993735
0.05,0.993175
0.0541667,0.992041
0.0583333,0.990212
0.0625,0.987666
0.0666667,0.984498
0.0708333,0.980913
0.075,0.977196
0.0791667,0.973676
0.0833333,0.970669
0.0875,0.968427
0.0916667,0.967095
0.0958333,0.966676
0.1,0.967032
0.104167,0.967902
0.108333,0.96894
0.1125,0.969769
0.116667,0.970038
0.120833,0.969476
0.125,0.967924
0.129167,0.965361
0.133333,0.961903
0.1375,0.95778
0.141667,0.9533
0.145833,0.948804
0.15,0.944609
0.154167,0.94096
0.158333,0.937998
0.1625,0.935739
0.166667,0.934081
0.170833,0.932824
0.175,0.931714
0.179167,0.930483
0.183333,0.928896
0.1875,0.926782
0.191667,0.924058
0.195833,0.920734
0.2,0.9169
0.204167,0.912706
0.208333,0.908332
0.2125,0.903951
0.216667,0.899706
0.220833,0.895682
0.225,0.891901
0.229167,0.888327
0.233333,0.884879
0.2375,0.881453
0.241667,0.877952
0.245833,0.874304
0.25,0.870478
0.254167,0.866493
0.258333,0.86241
0.2625,0.858316
0.266667,0.854308
0.270833,0.850466
0.275,0.846838
0.279167,0.84342
0.283333,0.840157
0.2875,0.836949
0.291667,0.83367
0.295833,0.830184
0.3,0.826376
0.304167,0.822171
0.308333,0.81755
0.3125,0.812556
0.316667,0.807289
0.320833,0.801897
0.325,0.796548
0.329167,0.791404
0.333333,0.786601
0.3375,0.782219
0.341667,0.778273
0.345833,0.774709
0.35,0.771413
0.354167,0.76823
0.358333,0.764985
0.3625,0.761514
0.366667,0.757683
0.370833,0.753407
0.375,0.748659
0.379167,0.743472
0.383333,0.737926
0.3875,0.732139
0.391667,0.726241
0.395833,0.720358
0.4,0.714596
0.404167,0.70902
0.408333,0.703657
0.4125,0.698492
0.416667,0.693472
0.420833,0.688527
0.425,0.683574
0.429167,0.678535
0.433333,0.673349
0.4375,0.667974
0.441667,0.662393
0.445833,0.656613
0.45,0.650657
0.454167,0.644561
0.458333,0.638367
0.4625,0.632117
0.466667,0.625848
0.470833,0.619592
0.475,0.613374
0.479167,0.607212
0.483333,0.601123
0.4875,0.59512
0.491667,0.589214
0.495833,0.583416
0.5,0.577735
0.504167,0.572175
0.508333,0.566738
0.5125,0.561417
0.516667,0.556201
0.520833,0.55107
0.525,0.546
0.529167,0.540965
0.533333,0.535938
0.5375,0.530891
0.541667,0.525802
0.545833,0.520654
0.55,0.515434
0.554167,0.510134
0.558333,0.504753
0.5625,0.499291
0.566667,0.493754
0.570833,0.488145
0.575,0.482472
0.579167,0.476739
0.583333,0.470952
0.5875,0.465115
0.591667,0.459231
0.595833,0.453302
0.6,0.447329
0.604167,0.441313
0.608333,0.435253
0.6125,0.429149
0.616667,0.423001
0.620833,0.416812
0.625,0.410584
0.629167,0.404323
0.633333,0.39804
0.6375,0.391748
0.641667,0.385462
0.645833,0.379201
0.65,0.372986
0.654167,0.366838
0.658333,0.360775
0.6625,0.354813
0.666667,0.348966
0.670833,0.34324
0.675,0.337637
0.679167,0.332151
0.683333,0.326773
0.6875,0.321486
0.691667,0.316272
0.695833,0.31111
0.7,0.305978
0.704167,0.300855
0.708333,0.295725
0.7125,0.290572
0.716667,0.285391
0.720833,0.280178
0.725,0.274938
0.729167,0.269677
0.733333,0.264407
0.7375,0.259139
0.741667,0.253887
0.745833,0.248657
0.75,0.243455
0.754167,0.23828
0.758333,0.23313
0.7625,0.227998
0.766667,0.222877
0.770833,0.217761
0.775,0.212647
0.779167,0.207536
0.783333,0.202435
0.7875,0.197355
0.791667,0.192307
0.795833,0.187305
0.8,0.182359
0.804167,0.177476
0.808333,0.172656
0.8125,0.167894
0.816667,0.163182
0.820833,0.158506
0.825,0.153856
0.829167,0.149224
0.833333,0.144609
0.8375,0.140014
0.841667,0.135452
0.845833,0.130939
0.85,0.126492
0.854167,0.122128
0.858333,0.117859
0.8625,0.113687
0.866667,0.109607
0.870833,0.105607
0.875,0.101667
0.879167,0.097769
0.883333,0.0938942
0.8875,0.0900306
0.891667,0.0861743
0.895833,0.0823294
0.9,0.0785072
0.904167,0.0747229
0.908333,0.0709915
0.9125,0.0673243
0.916667,0.0637248
0.920833,0.0601879
0.925,0.0566997
0.929167,0.0532407
0.933333,0.04979
0.9375,0.0463297
0.941667,0.0428497
0.945833,0.0393509
0.95,0.035846
0.954167,0.0323588
0.958333,0.0289212
0.9625,0.0255696
0.966667,0.0223411
0.970833,0.0192717
0.975,0.0163991
0.979167,0.0137725
0.983333,0.011476
0.9875,0.00966489
0.991667,0.00858978
0.995833,0.00850154
1,0.00941263
